2 500000000 3.1415926536 4.6895820560e-13 1.97174  1 wn26 
2 500000000 3.1415926536 3.3750779949e-14 0.98145  2 wn26 
2 500000000 3.1415926536 5.7731597281e-14 0.51161  4 wn26 
2 500000000 3.1415926536 1.2256862192e-13 0.32828  8 wn26 
2 500000000 3.1415926536 4.1300296516e-14 0.17625  16 wn26 
2 500000000 3.1415926536 1.9451107391e-13 0.11000  32 wn26 
