2 500000000 3.1415926536 4.6895820560e-13 1.97885  1 wn26 
2 500000000 3.1415926536 3.3750779949e-14 1.03764  2 wn26 
2 500000000 3.1415926536 5.7731597281e-14 0.58684  4 wn26 
2 500000000 3.1415926536 1.2256862192e-13 0.34619  8 wn26 
2 500000000 3.1415926536 4.0856207306e-14 0.21063  16 wn26 
2 500000000 3.1415926536 1.9495516312e-13 0.13639  32 wn26 
