2 500000000 3.1415926536 4.6895820560e-13 8.02196  1 wn26 
2 500000000 3.1415926536 3.3750779949e-14 3.98231  2 wn26 
2 500000000 3.1415926536 5.7731597281e-14 2.12620  4 wn26 
2 500000000 3.1415926536 1.2256862192e-13 1.23950  8 wn26 
2 500000000 3.1415926536 4.0856207306e-14 0.61967  16 wn26 
2 500000000 3.1415926536 1.9495516312e-13 0.46936  32 wn26 
